comune,fascia_oraria,codice_invio,chiamate
Comune_19,13,ROSSO,24
Comune_19,13,VERDE,119
Comune_19,14,BIANCO,15
Comune_19,14,GIALLO,64
Comune_19,14,ROSSO,24
Comune_19,14,VERDE,114
Comune_19,15,BIANCO,8
Comune_19,15,GIALLO,79
Comune_19,15,ROSSO,27
Comune_19,15,VERDE,120
Comune_19,16,BIANCO,10
Comune_19,16,GIALLO,74
Comune_19,16,ROSSO,29
Comune_19,16,VERDE,137
Comune_19,17,BIANCO,14
Comune_19,17,GIALLO,100
Comune_19,17,ROSSO,35
Comune_19,17,VERDE,131
Comune_19,18,BIANCO,12
Comune_19,18,GIALLO,78
Comune_19,18,ROSSO,42
Comune_19,18,VERDE,136
Comune_19,19,BIANCO,9
Comune_19,19,GIALLO,84
Comune_19,19,ROSSO,34
Comune_19,19,VERDE,170
Comune_19,20,BIANCO,16
Comune_19,20,GIALLO,88
Comune_19,20,ROSSO,26
Comune_19,20,VERDE,118
Comune_19,21,BIANCO,12
Comune_19,21,GIALLO,63
Comune_19,21,ROSSO,24
Comune_19,21,VERDE,114
Comune_19,22,BIANCO,6
Comune_19,22,GIALLO,40
Comune_19,22,ROSSO,14
Comune_19,22,VERDE,69
Comune_19,23,BIANCO,3
Comune_19,23,GIALLO,27
Comune_19,23,ROSSO,12
Comune_19,23,VERDE,47
Comune_20,0,GIALLO,6
Comune_20,0,ROSSO,1
Comune_20,0,VERDE,9
Comune_20,1,BIANCO,3
Comune_20,1,GIALLO,5
Comune_20,1,ROSSO,2
Comune_20,1,VERDE,7
Comune_20,2,GIALLO,7
Comune_20,2,ROSSO,2
Comune_20,2,VERDE,8
Comune_20,3,GIALLO,2
Comune_20,3,ROSSO,1
Comune_20,3,VERDE,12
Comune_20,4,BIANCO,2
Comune_20,4,GIALLO,7
Comune_20,4,ROSSO,4
Comune_20,4,VERDE,5
Comune_20,5,BIANCO,3
Comune_20,5,GIALLO,9
Comune_20,5,ROSSO,2
Comune_20,5,VERDE,9
Comune_20,6,BIANCO,2
Comune_20,6,GIALLO,9
Comune_20,6,ROSSO,4
Comune_20,6,VERDE,13
Comune_20,7,BIANCO,2
Comune_20,7,GIALLO,11
Comune_20,7,ROSSO,4
Comune_20,7,VERDE,12
Comune_20,8,BIANCO,2
Comune_20,8,GIALLO,9
Comune_20,8,ROSSO,8
Comune_20,8,VERDE,30
Comune_20,9,BIANCO,2
Comune_20,9,GIALLO,13
Comune_20,9,ROSSO,10
Comune_20,9,VERDE,27
Comune_20,10,BIANCO,2
Comune_20,10,GIALLO,16
Comune_20,10,ROSSO,6
Comune_20,10,VERDE,26
Comune_20,11,BIANCO,3
Comune_20,11,GIALLO,26
Comune_20,11,ROSSO,6
Comune_20,11,VERDE,32
Comune_20,12,BIANCO,5
Comune_20,12,GIALLO,15
Comune_20,12,ROSSO,8
Comune_20,12,VERDE,23
Comune_20,13,BIANCO,2
Comune_20,13,GIALLO,12
Comune_20,13,ROSSO,4
Comune_20,13,VERDE,29
Comune_20,14,BIANCO,1
Comune_20,14,GIALLO,12
Comune_20,14,ROSSO,3
Comune_20,14,VERDE,19
Comune_20,15,BIANCO,3
Comune_20,15,GIALLO,16
Comune_20,15,ROSSO,7
Comune_20,15,VERDE,21
Comune_20,16,BIANCO,1
Comune_20,16,GIALLO,26
Comune_20,16,ROSSO,12
Comune_20,16,VERDE,22
Comune_20,17,BIANCO,5
Comune_20,17,GIALLO,23
Comune_20,17,ROSSO,9
Comune_20,17,VERDE,26
Comune_20,18,BIANCO,2
Comune_20,18,GIALLO,15
Comune_20,18,ROSSO,7
Comune_20,18,VERDE,35
Comune_20,19,BIANCO,1
Comune_20,19,GIALLO,24
Comune_20,19,ROSSO,13
Comune_20,19,VERDE,25
Comune_20,20,BIANCO,1
Comune_20,20,GIALLO,23
Comune_20,20,ROSSO,6
Comune_20,20,VERDE,28
Comune_20,21,BIANCO,1
Comune_20,21,GIALLO,17
Comune_20,21,ROSSO,4
Comune_20,21,VERDE,21
Comune_20,22,BIANCO,4
Comune_20,22,GIALLO,12
Comune_20,22,ROSSO,6
Comune_20,22,VERDE,10
Comune_20,23,BIANCO,1
Comune_20,23,GIALLO,6
Comune_20,23,ROSSO,4
Comune_20,23,VERDE,13
